RedName,Width,Height,Format,Compression,TextureGroup
characters\models\main_npc\ciri\h_01_wa__ciri\h_01_wa__ciri_d02.xbm,2048,2048,TRF_TrueColor,TCM_DXTNoAlpha,HeadDiffuse
characters\models\main_npc\ciri\h_01_wa__ciri\h_01_wa__ciri_d03.xbm,2048,2048,TRF_TrueColor,TCM_DXTNoAlpha,HeadDiffuse
characters\models\main_npc\ciri\h_01_wa__ciri\h_01_wa__ciri_d04.xbm,2048,2048,TRF_TrueColor,TCM_DXTNoAlpha,HeadDiffuse
characters\models\main_npc\ciri\h_01_wa__ciri\h_01_wa__ciri_n03.xbm,2048,2048,TRF_TrueColor,TCM_Normals,HeadNormal
characters\models\main_npc\ciri\h_01_wa__ciri\h_01_wa__ciri_n04.xbm,2048,2048,TRF_TrueColor,TCM_Normals,HeadNormal
characters\models\main_npc\ciri\h_01_wa__ciri\h_01_wa__ciri_b01.xbm,1024,1024,TRF_TrueColor,TCM_NormalsGloss,CharacterNormalmapGloss
characters\models\main_npc\ciri\h_01_wa__ciri\h_01_wa__ciri_a01.xbm,2048,2048,TRF_TrueColor,TCM_DXTNoAlpha,HeadDiffuse
characters\models\main_npc\ciri\h_01_wa__ciri\h_01_wa__ciri_d01.xbm,2048,2048,TRF_TrueColor,TCM_DXTNoAlpha,HeadDiffuse
characters\models\main_npc\ciri\h_01_wa__ciri\h_01_wa__ciri_n01.xbm,2048,2048,TRF_TrueColor,TCM_Normals,HeadNormal
characters\models\main_npc\crach\h_01_mb__skellige_crach\h_01_mb__skelige_crach_d02.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,HeadDiffuse
characters\models\main_npc\crach\h_01_mb__skellige_crach\h_01_mb__skelige_crach_n02.xbm,1024,1024,TRF_TrueColor,TCM_Normals,HeadNormal
characters\models\main_npc\crach\h_01_mb__skellige_crach\h_01_mb__skelige_crach_a01.xbm,2048,2048,TRF_TrueColor,TCM_DXTNoAlpha,HeadDiffuse
characters\models\main_npc\crach\h_01_mb__skellige_crach\h_01_mb__skelige_crach_d01.xbm,2048,2048,TRF_TrueColor,TCM_DXTNoAlpha,HeadDiffuse
characters\models\main_npc\crach\h_01_mb__skellige_crach\h_01_mb__skelige_crach_n01.xbm,2048,2048,TRF_TrueColor,TCM_Normals,HeadNormal
characters\models\main_npc\crach\model\body_01_mb__crach_d02.xbm,2048,2048,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
characters\models\main_npc\crach\model\body_01_mb__crach_n02.xbm,2048,2048,TRF_TrueColor,TCM_NormalsGloss,CharacterNormalmapGloss
characters\models\main_npc\crach\model\body_01_mb__crach_s02.xbm,2048,2048,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
characters\models\main_npc\crach\model\g_01_mb__crach_a01.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
characters\models\main_npc\crach\model\g_01_mb__crach_d01.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
characters\models\main_npc\crach\model\body_01_mb__crach_a01.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
characters\models\main_npc\crach\model\body_01_mb__crach_d01.xbm,2048,2048,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
characters\models\main_npc\crach\model\body_01_mb__crach_n01.xbm,2048,2048,TRF_TrueColor,TCM_NormalsGloss,CharacterNormalmapGloss
characters\models\main_npc\crach\model\body_01_mb__crach_s01.xbm,2048,2048,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
characters\models\main_npc\crach\model\body_03_mb__crach_a01.xbm,256,256,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
characters\models\main_npc\crach\model\body_03_mb__crach_d01.xbm,512,512,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
characters\models\main_npc\crach\model\body_03_mb__crach_n01.xbm,512,512,TRF_TrueColor,TCM_NormalsGloss,CharacterNormalmapGloss
characters\models\main_npc\eredin\h_01_ma__eredin\h_01_ma__eredin_a01.xbm,2048,2048,TRF_TrueColor,TCM_DXTNoAlpha,HeadDiffuse
characters\models\main_npc\eredin\h_01_ma__eredin\h_01_ma__eredin_a02.xbm,2048,2048,TRF_TrueColor,TCM_DXTNoAlpha,HeadDiffuse
characters\models\main_npc\eredin\h_01_ma__eredin\h_01_ma__eredin_d01.xbm,2048,2048,TRF_TrueColor,TCM_DXTNoAlpha,HeadDiffuse
characters\models\main_npc\eredin\h_01_ma__eredin\h_01_ma__eredin_d02.xbm,2048,2048,TRF_TrueColor,TCM_DXTNoAlpha,HeadDiffuse
characters\models\main_npc\eredin\h_01_ma__eredin\h_01_ma__eredin_n01.xbm,2048,2048,TRF_TrueColor,TCM_Normals,HeadNormal
characters\models\main_npc\eredin\h_01_ma__eredin\h_01_ma__eredin_n02.xbm,2048,2048,TRF_TrueColor,TCM_Normals,HeadNormal
characters\models\main_npc\eredin\h_01_ma__eredin\h_01_ma__eredin_b01.xbm,1024,1024,TRF_TrueColor,TCM_NormalsGloss,CharacterNormalmapGloss
characters\models\main_npc\eredin\model\cloak_01_mw__eredin_d01.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
characters\models\main_npc\eredin\model\cloak_01_mw__eredin_n01.xbm,512,512,TRF_TrueColor,TCM_NormalsGloss,CharacterNormalmapGloss
characters\models\main_npc\eredin\model\g_01_mw__eredin_a01.xbm,256,256,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
characters\models\main_npc\eredin\model\g_01_mw__eredin_d01.xbm,512,512,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
characters\models\main_npc\eredin\model\g_01_mw__eredin_n01.xbm,512,512,TRF_TrueColor,TCM_NormalsGloss,CharacterNormalmapGloss
characters\models\main_npc\eredin\model\i_01_mw__eredin_shawl_d01.xbm,512,128,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
characters\models\main_npc\eredin\model\i_01_mw__eredin_shawl_n01.xbm,1024,256,TRF_TrueColor,TCM_NormalsGloss,CharacterNormalmapGloss
characters\models\main_npc\eredin\model\body_02_mw__eredin_a01.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
characters\models\main_npc\eredin\model\body_02_mw__eredin_d01.xbm,2048,2048,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
characters\models\main_npc\eredin\model\body_02_mw__eredin_d02.xbm,2048,2048,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
characters\models\main_npc\eredin\model\body_02_mw__eredin_n01.xbm,2048,2048,TRF_TrueColor,TCM_NormalsGloss,CharacterNormalmapGloss
characters\models\main_npc\eredin\model\body_02_mw__eredin_n02.xbm,2048,2048,TRF_TrueColor,TCM_NormalsGloss,CharacterNormalmapGloss
characters\models\main_npc\eredin\model\body_02_mw__eredin_s01.xbm,2048,2048,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
characters\models\main_npc\eredin\model\body_02_mw__eredin_s02.xbm,2048,2048,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
characters\models\main_npc\hjalmar\h_01_mb__hjalmar\h_01_mb__hjalmar_a01.xbm,2048,2048,TRF_TrueColor,TCM_DXTNoAlpha,HeadDiffuse
characters\models\main_npc\hjalmar\h_01_mb__hjalmar\h_01_mb__hjalmar_a02.xbm,2048,2048,TRF_TrueColor,TCM_DXTNoAlpha,HeadDiffuse
characters\models\main_npc\hjalmar\h_01_mb__hjalmar\h_01_mb__hjalmar_d01.xbm,2048,2048,TRF_TrueColor,TCM_DXTNoAlpha,HeadDiffuse
characters\models\main_npc\hjalmar\h_01_mb__hjalmar\h_01_mb__hjalmar_d02.xbm,2048,2048,TRF_TrueColor,TCM_DXTNoAlpha,HeadDiffuse
characters\models\main_npc\hjalmar\h_01_mb__hjalmar\h_01_mb__hjalmar_n01.xbm,2048,2048,TRF_TrueColor,TCM_Normals,HeadNormal
characters\models\main_npc\hjalmar\h_01_mb__hjalmar\h_01_mb__hjalmar_n02.xbm,2048,2048,TRF_TrueColor,TCM_Normals,HeadNormal
characters\models\main_npc\hjalmar\model\body_01_mb__hjalmar_a01.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
characters\models\main_npc\hjalmar\model\body_01_mb__hjalmar_d01.xbm,2048,2048,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
characters\models\main_npc\hjalmar\model\body_01_mb__hjalmar_n01.xbm,2048,2048,TRF_TrueColor,TCM_NormalsGloss,CharacterNormalmapGloss
characters\models\main_npc\keira\h_01_wa__keira\h_01_wa__keira_bloody_a01.xbm,2048,2048,TRF_TrueColor,TCM_DXTNoAlpha,HeadDiffuse
characters\models\main_npc\keira\h_01_wa__keira\h_01_wa__keira_bloody_d01.xbm,2048,2048,TRF_TrueColor,TCM_DXTNoAlpha,HeadDiffuse
characters\models\main_npc\keira\h_01_wa__keira\h_01_wa__keira_bloody_n01.xbm,2048,2048,TRF_TrueColor,TCM_Normals,HeadNormal
characters\models\main_npc\keira\h_01_wa__keira\h_01_wa__keira_b01.xbm,1024,1024,TRF_TrueColor,TCM_NormalsGloss,CharacterNormalmapGloss
characters\models\main_npc\keira\h_01_wa__keira\h_01_wa__keira_a01.xbm,2048,2048,TRF_TrueColor,TCM_DXTNoAlpha,HeadDiffuse
characters\models\main_npc\keira\h_01_wa__keira\h_01_wa__keira_d01.xbm,2048,2048,TRF_TrueColor,TCM_DXTNoAlpha,HeadDiffuse
characters\models\main_npc\keira\h_01_wa__keira\h_01_wa__keira_n01.xbm,2048,2048,TRF_TrueColor,TCM_Normals,HeadNormal
characters\models\main_npc\keira\model\a_01_wa__nml_keira_bloody_d01.xbm,256,512,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
characters\models\main_npc\keira\model\a_01_wa__nml_keira_bloody_n01.xbm,512,1024,TRF_TrueColor,TCM_NormalsGloss,CharacterNormalmapGloss
characters\models\main_npc\keira\model\b_01_wa__nml_keira_bloody_a01.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
characters\models\main_npc\keira\model\b_01_wa__nml_keira_bloody_d01.xbm,2048,2048,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
characters\models\main_npc\keira\model\b_01_wa__nml_keira_bloody_n01.xbm,1024,1024,TRF_TrueColor,TCM_Normals,CharacterNormal
characters\models\main_npc\keira\model\body_01__wa__nml_keira_s01.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
characters\models\main_npc\keira\model\body_01_wa__nml_keira_a01.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,WorldDiffuse
characters\models\main_npc\keira\model\body_01_wa__nml_keira_d01.xbm,2048,2048,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
characters\models\main_npc\keira\model\body_01_wa__nml_keira_mole.xbm,64,64,TRF_TrueColor,TCM_DXTAlpha,CharacterDiffuseWithAlpha
characters\models\main_npc\keira\model\body_01_wa__nml_keira_n01.xbm,2048,2048,TRF_TrueColor,TCM_NormalsGloss,CharacterNormalmapGloss
characters\models\main_npc\keira\model\body_02_wa__nml_keira_bloody_d01.xbm,2048,2048,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
characters\models\main_npc\keira\model\body_02_wa__nml_keira_bloody_n01.xbm,2048,2048,TRF_TrueColor,TCM_NormalsGloss,CharacterNormalmapGloss
characters\models\main_npc\keira\model\i_01_wa__nml_keira_a01.xbm,256,128,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
characters\models\main_npc\keira\model\i_01_wa__nml_keira_d01.xbm,256,128,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
characters\models\main_npc\keira\model\i_01_wa__nml_keira_n01.xbm,256,128,TRF_TrueColor,TCM_NormalsGloss,CharacterNormalmapGloss
characters\models\main_npc\keira\model\i_02_wa__nml_keira_a01.xbm,8,8,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
characters\models\main_npc\keira\model\i_02_wa__nml_keira_d01.xbm,256,256,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
characters\models\main_npc\keira\model\i_02_wa__nml_keira_n01.xbm,256,256,TRF_TrueColor,TCM_NormalsGloss,CharacterNormalmapGloss
characters\models\main_npc\keira\model\i_03_wa__nml_keira_bloody_d01.xbm,1024,512,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
characters\models\main_npc\keira\model\i_03_wa__nml_keira_bloody_n01.xbm,1024,512,TRF_TrueColor,TCM_NormalsGloss,CharacterNormalmapGloss
characters\models\main_npc\keira\model\twals_01_wa__body_keira_wet_a01.xbm,2048,2048,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
characters\models\main_npc\keira\model\body_02_wa__nml_keira_a01.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
characters\models\main_npc\keira\model\body_02_wa__nml_keira_d01.xbm,2048,2048,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
characters\models\main_npc\keira\model\body_02_wa__nml_keira_n01.xbm,2048,2048,TRF_TrueColor,TCM_NormalsGloss,CharacterNormalmapGloss
characters\models\main_npc\keira\model\body_02_wa__nml_keira_s01.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
characters\models\main_npc\wildhunt_imlerith\h_01_mw__imlerith\h_01_mw__imlerith_a01.xbm,2048,2048,TRF_TrueColor,TCM_DXTNoAlpha,HeadDiffuse
characters\models\main_npc\wildhunt_imlerith\h_01_mw__imlerith\h_01_mw__imlerith_burned_a01.xbm,2048,2048,TRF_TrueColor,TCM_DXTNoAlpha,HeadDiffuse
characters\models\main_npc\wildhunt_imlerith\h_01_mw__imlerith\h_01_mw__imlerith_burned_d01.xbm,2048,2048,TRF_TrueColor,TCM_DXTNoAlpha,HeadDiffuse
characters\models\main_npc\wildhunt_imlerith\h_01_mw__imlerith\h_01_mw__imlerith_burned_n01.xbm,2048,2048,TRF_TrueColor,TCM_Normals,HeadNormal
characters\models\main_npc\wildhunt_imlerith\h_01_mw__imlerith\h_01_mw__imlerith_d01.xbm,2048,2048,TRF_TrueColor,TCM_DXTNoAlpha,HeadDiffuse
characters\models\main_npc\wildhunt_imlerith\h_01_mw__imlerith\h_01_mw__imlerith_n01.xbm,2048,2048,TRF_TrueColor,TCM_Normals,HeadNormal
characters\models\main_npc\wildhunt_imlerith\h_01_mw__imlerith\he_01_mw__imlerith_burned_d01.xbm,512,512,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
characters\models\main_npc\wildhunt_imlerith\model\body_01_mw__imlerith_burned_d01.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
characters\models\main_npc\wildhunt_imlerith\model\body_01_mw__imlerith_burned_n01.xbm,2048,2048,TRF_TrueColor,TCM_NormalsGloss,CharacterNormalmapGloss
characters\models\main_npc\wildhunt_imlerith\model\body_02_mw__imlerith_a01.xbm,512,512,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
characters\models\main_npc\wildhunt_imlerith\model\body_02_mw__imlerith_burned_d01.xbm,512,512,TRF_TrueColor,TCM_DXTNoAlpha,WorldDiffuse
characters\models\main_npc\wildhunt_imlerith\model\body_02_mw__imlerith_burned_n01.xbm,512,512,TRF_TrueColor,TCM_NormalsGloss,CharacterNormalmapGloss
characters\models\main_npc\wildhunt_imlerith\model\body_02_mw__imlerith_d01.xbm,512,512,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
characters\models\main_npc\wildhunt_imlerith\model\body_02_mw__imlerith_n01.xbm,512,512,TRF_TrueColor,TCM_NormalsGloss,CharacterNormalmapGloss
characters\models\main_npc\wildhunt_imlerith\model\body_01_mw__imlerith_a01.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
characters\models\main_npc\wildhunt_imlerith\model\body_01_mw__imlerith_d01.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
characters\models\main_npc\wildhunt_imlerith\model\body_01_mw__imlerith_n01.xbm,2048,2048,TRF_TrueColor,TCM_NormalsGloss,CharacterNormalmapGloss
characters\models\main_npc\baron\h_01_ms__nml_baron\h_01_ms__nml_baron_a02.xbm,2048,2048,TRF_TrueColor,TCM_DXTNoAlpha,HeadDiffuse
characters\models\main_npc\baron\h_01_ms__nml_baron\h_01_ms__nml_baron_d02.xbm,2048,2048,TRF_TrueColor,TCM_DXTNoAlpha,HeadDiffuse
characters\models\main_npc\baron\h_01_ms__nml_baron\h_01_ms__nml_baron_a01.xbm,2048,2048,TRF_TrueColor,TCM_DXTNoAlpha,HeadDiffuse
characters\models\main_npc\baron\h_01_ms__nml_baron\h_01_ms__nml_baron_d01.xbm,2048,2048,TRF_TrueColor,TCM_DXTNoAlpha,HeadDiffuse
characters\models\main_npc\baron\h_01_ms__nml_baron\h_01_ms__nml_baron_n01.xbm,2048,2048,TRF_TrueColor,TCM_Normals,HeadNormal
characters\models\main_npc\baron\h_01_ms__nml_baron\hh_01_ms__nml_baron_d01.xbm,256,256,TRF_TrueColor,TCM_DXTAlpha,CharacterDiffuseWithAlpha
characters\models\main_npc\baron\h_01_ms__nml_baron\hh_01_ms__nml_baron_n01.xbm,256,256,TRF_TrueColor,TCM_NormalsGloss,CharacterNormalmapGloss
characters\models\main_npc\baron\model\body_02__ms__nml_baron_d01.xbm,2048,2048,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
characters\models\main_npc\baron\model\body_02__ms__nml_baron_n01.xbm,2048,2048,TRF_TrueColor,TCM_NormalsGloss,CharacterNormalmapGloss
characters\models\main_npc\baron\model\body_01_ms__nml_baron_a01.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
characters\models\main_npc\baron\model\body_01_ms__nml_baron_d01.xbm,2048,2048,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
characters\models\main_npc\baron\model\body_01_ms__nml_baron_n01.xbm,2048,2048,TRF_TrueColor,TCM_NormalsGloss,CharacterNormalmapGloss
characters\models\main_npc\cerys\h_01_wa__cerys\h_01_wa__cerys_a01.xbm,2048,2048,TRF_TrueColor,TCM_DXTNoAlpha,HeadDiffuse
characters\models\main_npc\cerys\h_01_wa__cerys\h_01_wa__cerys_d01.xbm,2048,2048,TRF_TrueColor,TCM_DXTNoAlpha,HeadDiffuse
characters\models\main_npc\cerys\h_01_wa__cerys\h_01_wa__cerys_n01.xbm,2048,2048,TRF_TrueColor,TCM_Normals,HeadNormal
characters\models\main_npc\cerys\model\t3d_01_wa__cerys_a01.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
characters\models\main_npc\cerys\model\t3d_01_wa__cerys_d01.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
characters\models\main_npc\cerys\model\t3d_01_wa__cerys_n01.xbm,1024,1024,TRF_TrueColor,TCM_NormalsGloss,CharacterNormalmapGloss
characters\models\main_npc\ciri_young\h_01_cwa__ciri_young\h_01_cwa__ciri_young_a01.xbm,2048,2048,TRF_TrueColor,TCM_DXTNoAlpha,HeadDiffuse
characters\models\main_npc\ciri_young\h_01_cwa__ciri_young\h_01_cwa__ciri_young_d01.xbm,2048,2048,TRF_TrueColor,TCM_DXTNoAlpha,HeadDiffuse
characters\models\main_npc\ciri_young\h_01_cwa__ciri_young\h_01_cwa__ciri_young_n01.xbm,2048,2048,TRF_TrueColor,TCM_Normals,HeadNormal
characters\models\main_npc\ciri_young\h_01_cwa__ciri_young\hi_02_cma__ciri_headband.xbm,512,128,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
characters\models\main_npc\ciri_young\model\body_01_cwa__ciri_young_a.xbm,512,512,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
characters\models\main_npc\ciri_young\model\body_01_cwa__ciri_young_d.xbm,2048,2048,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
characters\models\main_npc\ciri_young\model\body_01_cwa__ciri_young_n.xbm,2048,2048,TRF_TrueColor,TCM_NormalsGloss,CharacterNormalmapGloss
characters\models\main_npc\dandelion\h_01_ma__dandelion\h_01_ma__dandelion_a01.xbm,2048,2048,TRF_TrueColor,TCM_DXTNoAlpha,HeadDiffuse
characters\models\main_npc\dandelion\h_01_ma__dandelion\h_01_ma__dandelion_d01.xbm,2048,2048,TRF_TrueColor,TCM_DXTNoAlpha,HeadDiffuse
characters\models\main_npc\dandelion\h_01_ma__dandelion\h_01_ma__dandelion_n01.xbm,2048,2048,TRF_TrueColor,TCM_Normals,HeadNormal
characters\models\main_npc\dandelion\model\t_01_ma__dandelion_a01.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
characters\models\main_npc\dandelion\model\t_01_ma__dandelion_d01.xbm,2048,2048,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
characters\models\main_npc\dandelion\model\t_01_ma__dandelion_n01.xbm,2048,2048,TRF_TrueColor,TCM_NormalsGloss,CharacterNormalmapGloss
characters\models\main_npc\dandelion\model\t_01_ma__dandelion_s01.xbm,2048,2048,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
characters\models\main_npc\dijkstra\h_01_ms__djikstra\h_01_ms__dijkstra_a01.xbm,2048,2048,TRF_TrueColor,TCM_DXTNoAlpha,HeadDiffuse
characters\models\main_npc\dijkstra\h_01_ms__djikstra\h_01_ms__dijkstra_d01.xbm,2048,2048,TRF_TrueColor,TCM_DXTNoAlpha,HeadDiffuse
characters\models\main_npc\dijkstra\h_01_ms__djikstra\h_01_ms__dijkstra_n01.xbm,2048,2048,TRF_TrueColor,TCM_Normals,HeadNormal
characters\models\main_npc\dijkstra\model\body_01_mb__dijkstra_a01.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
characters\models\main_npc\dijkstra\model\body_01_mb__dijkstra_d01.xbm,2048,2048,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
characters\models\main_npc\dijkstra\model\body_01_mb__dijkstra_n01.xbm,2048,2048,TRF_TrueColor,TCM_NormalsGloss,CharacterNormalmapGloss
characters\models\main_npc\emhyr\h_01_ma__novigrad_emhyr\h_01_ma__novigrad_emhyr_a01.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,HeadDiffuse
characters\models\main_npc\emhyr\h_01_ma__novigrad_emhyr\h_01_ma__novigrad_emhyr_d01.xbm,2048,2048,TRF_TrueColor,TCM_DXTNoAlpha,HeadDiffuse
characters\models\main_npc\emhyr\h_01_ma__novigrad_emhyr\h_01_ma__novigrad_emhyr_n01.xbm,2048,2048,TRF_TrueColor,TCM_Normals,HeadNormal
characters\models\main_npc\emhyr\h_01_ma__novigrad_emhyr\h_01_ma__novigrad_emhyr_b01.xbm,1024,1024,TRF_TrueColor,TCM_DXTAlpha,MimicDecalsNormal
characters\models\main_npc\emhyr\model\body_01_ma__emhyr_a01.xbm,512,512,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
characters\models\main_npc\emhyr\model\body_01_ma__emhyr_d01.xbm,2048,2048,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
characters\models\main_npc\emhyr\model\body_01_ma__emhyr_n01.xbm,2048,2048,TRF_TrueColor,TCM_NormalsGloss,CharacterNormalmapGloss
characters\models\main_npc\geels\h_01_ma__geels\eye__geels_d01.xbm,512,512,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
characters\models\main_npc\geels\h_01_ma__geels\h_01_ma__geels_a01.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,HeadDiffuse
characters\models\main_npc\geels\h_01_ma__geels\h_01_ma__geels_d01.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,HeadDiffuse
characters\models\main_npc\geels\h_01_ma__geels\h_01_ma__geels_n01.xbm,1024,1024,TRF_TrueColor,TCM_Normals,HeadNormal
characters\models\main_npc\geels\model\body_01_ma__geels_a01.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
characters\models\main_npc\geels\model\body_01_ma__geels_d01.xbm,2048,2048,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
characters\models\main_npc\geels\model\body_01_ma__geels_n01.xbm,2048,2048,TRF_TrueColor,TCM_NormalsGloss,CharacterNormalmapGloss
characters\models\main_npc\geels\model\body_01_ma__geels_s01.xbm,2048,2048,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
characters\models\main_npc\geels\model\cord_01_ma__geels_d01.xbm,256,1024,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
characters\models\main_npc\geels\model\cord_01_ma__geels_n01.xbm,256,1024,TRF_TrueColor,TCM_NormalsGloss,CharacterNormalmapGloss
characters\models\main_npc\letho\h_01_ma__letho\h_01_ma__letho_a01.xbm,2048,2048,TRF_TrueColor,TCM_DXTNoAlpha,HeadDiffuse
characters\models\main_npc\letho\h_01_ma__letho\h_01_ma__letho_d01.xbm,2048,2048,TRF_TrueColor,TCM_DXTNoAlpha,HeadDiffuse
characters\models\main_npc\letho\h_01_ma__letho\h_01_ma__letho_n01.xbm,2048,2048,TRF_TrueColor,TCM_Normals,HeadNormal
characters\models\main_npc\letho\model\body_01__letho_a01.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
characters\models\main_npc\letho\model\body_01__letho_d01.xbm,2048,2048,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
characters\models\main_npc\letho\model\body_01__letho_n01.xbm,2048,2048,TRF_TrueColor,TCM_NormalsGloss,CharacterNormalmapGloss
characters\models\main_npc\mousesack\h_01_ma__mousesack\h_01_ma__mousesack_a01.xbm,2048,2048,TRF_TrueColor,TCM_DXTNoAlpha,HeadDiffuse
characters\models\main_npc\mousesack\h_01_ma__mousesack\h_01_ma__mousesack_d01.xbm,2048,2048,TRF_TrueColor,TCM_DXTNoAlpha,HeadDiffuse
characters\models\main_npc\mousesack\h_01_ma__mousesack\h_01_ma__mousesack_n01.xbm,2048,2048,TRF_TrueColor,TCM_Normals,HeadNormal
characters\models\main_npc\mousesack\model\c_01_ma__mousesack_a01.xbm,512,512,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
characters\models\main_npc\mousesack\model\c_01_ma__mousesack_d01.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
characters\models\main_npc\mousesack\model\c_01_ma__mousesack_n01.xbm,1024,1024,TRF_TrueColor,TCM_NormalsGloss,CharacterNormalmapGloss
characters\models\main_npc\mousesack\model\t_01_ma__mousesack_a01.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
characters\models\main_npc\mousesack\model\t_01_ma__mousesack_d01.xbm,2048,2048,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
characters\models\main_npc\mousesack\model\t_01_ma__mousesack_n01.xbm,2048,2048,TRF_TrueColor,TCM_NormalsGloss,CharacterNormalmapGloss
characters\models\main_npc\radovid\h_01_ma__radovid\h_01_ma__radovid_a01.xbm,2048,2048,TRF_TrueColor,TCM_DXTNoAlpha,HeadDiffuse
characters\models\main_npc\radovid\h_01_ma__radovid\h_01_ma__radovid_d01.xbm,2048,2048,TRF_TrueColor,TCM_DXTNoAlpha,HeadDiffuse
